Appliance,Voltage (V),Power Consumption (W),Daily Usage (hrs),Monthly Usage (%),Daily Energy Consumption (Wh)
Laptop/Computer,230,-0.5943977903091499,-0.15559974369147764,2.52,0.0924881438228844
Iron,230,0.13839759877989616,-0.7603122893758983,2.83,-0.10522539517246988
Fan,230,-0.9078522958137948,0.3035861846903839,22.9,-0.27561141474851575
Air Conditioner,230,2.272683010998431,0.24283235416601454,47.14,0.5518809658338553
Refrigerator,230,-0.28773189022779233,2.6051673457182374,8.26,-0.7495897247432289
LED Bulb,230,-0.9797276473905703,0.28239298799583634,7.0,-0.2766682177687543
Television,230,-0.9249768079917366,-0.24037253046966747,4.58,0.22233901596272948
Washing Machine,230,0.07701681919304391,-0.5130583279395114,5.0,-0.03951412047840278
Microwave Oven,230,0.17084463939236974,-0.7588994095962618,2.48,-0.12965389596755564
Geyser,230,2.1939397213807337,-0.7151001364275305,9.86,-1.568886594073141
Laptop/Computer,230,-0.7362218441772939,-0.2092891753176645,2.96,0.15408326261871594
Iron,230,0.5695477091607338,-0.7546607702573523,2.22,-0.4298153128935499
Fan,230,-0.8641513567283254,0.718972839903514,18.78,-0.6213013550534388
Air Conditioner,230,1.179649538462619,-0.0030087274907359607,48.7,-0.00354924399580647
Refrigerator,230,-0.2514088845823232,2.6051673457182374,9.24,-0.6549622165373136
LED Bulb,230,-0.9902222193804937,0.045029185016904914,6.4,-0.04458889952433446
Television,230,-0.8384815883080484,-0.3449256341627682,4.54,0.2892137935809587
Washing Machine,230,-0.3764710896674254,-0.6161985518529757,3.04,0.23198094026757926
Microwave Oven,230,0.9570648798426457,-0.7391190926813509,2.9,-0.7073849256264824
Geyser,230,1.3596552478750958,-0.6698879834791625,8.57,-0.9108167122259088
Laptop/Computer,230,-0.7590923045181852,0.03231326700017646,2.69,-0.024528752313675378
Iron,230,0.21794554780502828,-0.7574865298166253,2.61,-0.1650908166958143
Fan,230,-0.9185735324255307,0.3120634633682028,16.72,-0.28665323788707525
Air Conditioner,230,1.9363240454596227,0.32195362182565834,49.49,0.6234065394638363
Refrigerator,230,0.34682705176767253,3.611137748819423,8.47,1.2524402589499906
LED Bulb,230,-0.9870715811372985,-0.20363765619911853,5.15,0.20100494328355753
Television,230,-0.920466182017666,-0.3265581970274938,4.34,0.3005857768244699
Washing Machine,230,-0.3584852519265956,-0.5286000055155128,4.77,0.18949530614562843
Microwave Oven,230,0.2609891594872411,-0.7532478904777158,2.05,-0.1965895338213165
Geyser,230,1.6657771528641028,-0.6826039014958911,9.41,-1.137065983567754
Laptop/Computer,230,-0.7284472476491216,-0.09060727382819879,2.46,0.0660026192371417
Iron,230,0.5360240115946501,-0.7617251691555349,2.02,-0.4083029809033632
Fan,230,-0.9128275842625814,0.29369602623292834,21.38,-0.26809383413372373
Air Conditioner,230,0.9087286492411087,0.037964786118722456,47.04,0.034499688808394255
Refrigerator,230,-0.689902928709889,2.6051673457182374,8.27,-1.7973125815903799
LED Bulb,230,-0.9894968925906934,-0.05104663999837684,7.0,0.05051049165558968
Television,230,-0.8773092380245469,-0.3180809183496748,3.51,0.2790553281075013
Washing Machine,230,-0.09971358643424043,-0.6034826338362471,4.92,0.060175417770593695
Microwave Oven,230,0.17027797783783824,-0.7588994095962618,2.97,-0.12922385684838078
Geyser,230,2.05950493418368,-0.69108118017371,9.07,-1.4232851004892366
Laptop/Computer,230,-0.5711080004179052,-0.19092173818239006,2.44,0.10903693212965561
Iron,230,0.570635699345434,-0.7560736500369889,2.32,-0.4314426160455121
Fan,230,-0.898196382924578,0.09871861664309178,16.28,-0.08866870439614309
Air Conditioner,230,0.872484976213274,-0.1103875907431097,42.71,-0.0963115144837427
Refrigerator,230,-0.6300294688580905,2.6051673457182374,8.73,-1.6413321991093026
LED Bulb,230,-0.9893722270486964,-0.14429670545438567,9.63,0.14276315283119534
Television,230,-0.8929604301607068,-0.3590544319591332,3.8,0.32062140001333583
Washing Machine,230,0.12152241768594808,-0.5879409562602458,4.85,-0.07144800646133333
Microwave Oven,230,0.1493908329378072,-0.7504221309184429,2.93,-0.11210618719287038
Geyser,230,3.658329177063219,-0.6020697540566107,9.46,-2.202569347892575
Laptop/Computer,230,-0.70647211256439,-0.018550405066737472,2.66,0.013105343856423186
Iron,230,0.5326693751918236,-0.7603122893758983,2.35,-0.4049950721325247
Fan,230,-0.9120002583929654,0.22022627769183056,22.54,-0.20084642215987042
Air Conditioner,230,0.7765831747243627,0.023835988322357535,49.48,0.01851062748406925
Refrigerator,230,-0.5117218695030039,2.6051673457182374,10.0,-1.333121104519115
LED Bulb,230,-0.9889188978050713,0.029487507440903404,7.45,-0.02916075335747703
Television,230,-0.900463029142704,-0.2728687654013069,3.19,0.24570823505169068
Washing Machine,230,-0.1747622427163924,-0.5187098470580574,3.99,0.09065089619094302
Microwave Oven,230,0.22808878963114193,-0.7617251691555349,2.71,-0.1737409718642628
Geyser,230,2.1619233435497036,-0.679778141936618,8.51,-1.4696282334876183
Laptop/Computer,230,-0.5624267454024826,0.037964786118722456,2.53,-0.021352411096654422
Iron,230,0.6867219854067573,-0.7588994095962618,2.26,-0.5211529092819608
Fan,230,-0.9171908782324739,0.22729067659001304,15.34,-0.20846893527564725
Air Conditioner,230,1.0729471677443374,-0.01007312638891842,43.43,-0.010807932429320764
Refrigerator,230,0.15791342271796094,3.8061151584092596,9.49,0.6010366719231203
LED Bulb,230,-0.9904035510779438,-0.1626641425896601,7.85,0.16110314445384835
Television,230,-0.8616127129640243,-0.09343303338747172,3.81,0.08050308937743778
Washing Machine,230,-0.27295335688561084,-0.5695735191249712,3.02,0.15546700403831157
Microwave Oven,230,0.05376102899507115,-0.7617251691555349,2.57,-0.04095112890524619
Geyser,230,1.872257290104291,-0.6755395025977085,8.67,-1.2647837584919863
Laptop/Computer,230,-0.5841412161721297,-0.1626641425896601,2.72,0.09501883007992076
Iron,230,1.257248171740163,-0.7405319724609873,3.0,-0.931032468491713
Fan,230,-0.9156608920352388,0.20468460011582906,17.88,-0.18742168352793617
Air Conditioner,230,1.0948203037492534,-0.03550496242237545,44.06,-0.03887155374387092
Refrigerator,230,-0.09701627743467049,2.6051673457182374,8.56,-0.2527436379759447
LED Bulb,230,-0.9875589100741956,-0.06658831757437834,7.4,0.06575988632742748
Television,230,-0.8978223862985872,-0.10897471096347323,4.98,0.09783993504342435
Washing Machine,230,-0.021899621765974805,-0.5370772841933319,3.98,0.011761789382930928
Microwave Oven,230,0.13984825235949677,-0.7617251691555349,2.89,-0.10652593368464361
Geyser,230,1.6283321573406613,-0.708035737529348,8.81,-1.1529173599654494
Laptop/Computer,230,-0.7889667016730859,-0.06658831757437834,2.66,0.05253596528661726
Iron,230,0.2931415360913583,-0.7588994095962618,2.6,-0.22246493866787306
Fan,230,-0.9120229248551466,0.2188133979121941,17.95,-0.19956283516137227
Air Conditioner,230,1.7791094637704028,0.3770559332314818,48.65,0.6708237791829104
Refrigerator,230,-0.6769603788043895,2.6051673457182374,8.45,-1.763595073206244
LED Bulb,230,-0.9857002601753323,-0.21211493487693758,8.29,0.20908174649527103
Television,230,-0.8502114824868505,-0.3209066779089478,4.68,0.27283854236489674
Washing Machine,230,-0.18523414824413456,-0.6105470327344297,4.45,0.11309415957154582
Microwave Oven,230,0.8349493148411072,-0.7405319724609873,2.18,-0.6183066630242351
Geyser,230,2.394254580907619,-0.6557591856827976,8.54,-1.570054434293288
Laptop/Computer,230,-0.3299821757336611,0.2979346655718379,2.33,-0.09831312917187576
Iron,230,0.5703523685681683,-0.7588994095962618,2.5,-0.43284007576821243
Fan,230,-0.897856385991859,0.16794972584528017,17.63,-0.15079473387576678
Air Conditioner,230,0.8490365210867604,0.04644206479654138,44.9,0.0394310091269414
Refrigerator,230,-0.2728513578057951,2.6051673457182374,8.7,-0.7108234475905403
LED Bulb,230,-0.9868562497465765,-0.04963376021874037,5.95,0.04898138647028694
Television,230,-0.9301334281379734,-0.2700430058420339,4.74,0.25117602676853373
Washing Machine,230,-0.07566447005992352,-0.6204371911918851,3.59,0.04694505127700144
Microwave Oven,230,0.01925134032410284,-0.7518350106980793,2.75,-0.014473831658524226
Geyser,230,1.7470704194771918,-0.668475103699526,8.1,-1.1678730798303902
Laptop/Computer,230,-0.6970881972213484,0.030900387220539997,2.5,-0.02154029522100782
Iron,230,0.31890197036036033,-0.7532478904777158,2.54,-0.24021223644312847
Fan,230,-0.9164882179048549,0.09730573686345532,15.36,-0.08917956136990692
Air Conditioner,230,0.7492927542581257,-0.00583448705000902,45.25,-0.004371738871384625
Refrigerator,230,-0.3675858364923714,2.6051673457182374,9.95,-0.9576226179784493
LED Bulb,230,-0.9899842215275904,-0.205050535978755,5.35,0.20299679523474293
Television,230,-0.867596658979877,-0.23048237201221194,3.98,0.1999657359115522
Washing Machine,230,-0.4302586044235554,-0.5187098470580574,3.0,0.22317937489595566
Microwave Oven,230,0.35057835125867126,-0.7617251691555349,2.82,-0.2670443539147799
Geyser,230,1.7538816913626607,-0.679778141936618,8.29,-1.1922504373311624
Laptop/Computer,230,-0.8552321038599996,-0.14429670545438567,2.82,0.12340717498582093
Iron,230,0.24667528861977525,-0.7588994095962618,2.62,-0.1872017308955349
Fan,230,-0.9159442228125046,0.33608241962202334,23.46,-0.30783275064164023
Air Conditioner,230,0.8148101631930578,-0.024201924185283465,48.02,-0.01971997379499683
Refrigerator,230,-0.5220237765643866,2.6051673457182374,8.17,-1.3599592963940532
LED Bulb,230,-0.9901882196872218,0.015358709644538485,8.94,-0.015208013359618525
Television,230,-0.8592894005904451,-0.2841718036383989,3.02,0.24418581881314547
Washing Machine,230,0.04494377520656103,-0.5978311147177012,3.54,-0.026868787231360165
Microwave Oven,230,0.1987017214131385,-0.7504221309184429,2.17,-0.1491101692000102
Geyser,230,3.7380697910168914,-0.5752250382435172,9.75,-2.1502313384946277
Laptop/Computer,230,-0.6633605014956335,-0.2205922135547565,2.32,0.14633216140971517
Iron,230,0.34176109747016115,-0.7617251691555349,2.16,-0.26032802978123976
Fan,230,-0.9137115762876504,0.2965217857922014,15.03,-0.2709353882998214
Air Conditioner,230,1.190008111679455,-0.1061489514042003,42.05,-0.12631811321726663
Refrigerator,230,-0.3634492071442915,2.6051673457182374,9.73,-0.9468460062794918
LED Bulb,230,-0.989814223061231,-0.13864518633583967,7.88,0.13723297739418874
Television,230,-0.8787372251419663,-0.09202015360783525,4.23,0.08086153443848665
Washing Machine,230,0.07467084035728358,-0.5314257650747859,3.81,-0.03968200846564662
Microwave Oven,230,0.14523153712754602,-0.7560736500369889,2.56,-0.10980573837650619
Geyser,230,1.9767383475288092,-0.676952382377345,8.59,-1.3381577336962835
Laptop/Computer,230,-0.36296187820739434,0.3601013758758437,2.16,-0.1307030717329631
Iron,230,0.5912961796236526,-0.7546607702573523,2.13,-0.4462280303650154
Fan,230,-0.9183128681104463,0.2753285890976539,22.05,-0.2528377863270691
Air Conditioner,230,1.1535264407987171,-0.11603910986165569,44.4,-0.133854181392167
Refrigerator,230,-0.3678238343452747,2.6051673457182374,9.87,-0.958242642213184
LED Bulb,230,-0.9859722577215074,0.0012299118481735654,8.01,-0.0012126589617421223
Television,230,-0.8728666114370199,-0.2785202845198529,4.37,0.24311105696531868
Washing Machine,230,-0.09737894082957071,-0.5752250382435172,4.04,0.05601480496280301
Microwave Oven,230,0.11800911604785275,-0.7532478904777158,2.88,-0.08889011772018504
Geyser,230,1.7368591782645344,-0.6924940599533465,8.77,-1.2027646639236405
Laptop/Computer,230,-0.563242738041008,-0.01713752528710088,2.77,0.00965258666595371
Iron,230,0.6213972414003661,-0.7617251691555349,2.83,-0.47333391881847664
Fan,230,-0.9036816667724429,0.10860877510054731,19.25,-0.098147758908976
Air Conditioner,230,2.1042258640673066,0.3812945725703912,45.93,0.8023299014311057
Refrigerator,230,-0.328055526448254,2.6051673457182374,8.64,-0.8546395450853969
LED Bulb,230,-0.9860629235702325,0.006881430966719559,7.92,-0.006785523937390219
Television,230,-0.8543594450660211,-0.2205922135547565,3.54,0.188465041158527
Washing Machine,230,0.4444061714579971,-0.42828554116132156,3.63,-0.19033273763831934
Microwave Oven,230,0.34979635831341777,-0.7617251691555349,2.66,-0.26644869020627826
Geyser,230,1.2743273509937423,-0.6486947867846151,9.41,-0.826649509246689
Laptop/Computer,230,-0.8269103593645152,-0.09060727382819879,2.78,0.0749240933623149
Iron,230,0.4685572869121296,-0.7546607702573523,2.66,-0.35360180305080297
Fan,230,-0.9057103151376656,0.18066564386200862,21.08,-0.1636307372368091
Air Conditioner,230,1.1099161675619726,-0.08919439404856232,46.47,-0.09899830001039271
Refrigerator,230,-0.6035550410303789,2.6051673457182374,9.4,-1.5723618842359741
LED Bulb,230,-0.9873775783767456,-0.18527021906384408,5.54,0.18293166024458754
Television,230,-0.8416888927066968,-0.3534029128405872,4.21,0.2974553063881151
Washing Machine,230,-0.17056894721285926,-0.5709863989046077,4.34,0.09739254893402062
Microwave Oven,230,0.353830988581682,-0.7617251691555349,2.52,-0.26952196962985187
Geyser,230,1.7418231334822305,-0.6981455790718925,8.84,-1.21604612016577
Laptop/Computer,230,-0.9394153444011993,-0.12169062898020169,2.54,0.11431804413383474
Iron,230,0.33595848315175847,-0.7574865298166253,2.01,-0.2544840255650827
Fan,230,-0.8709512953827034,0.7938554682242482,23.85,-0.6914094483965516
Air Conditioner,230,0.865163708928727,-0.16125126281002364,49.99,-0.13950874060216095
Refrigerator,230,-0.7612569516564955,2.6051673457182374,8.45,-1.983201752156509
LED Bulb,230,-0.9897802233679591,0.029487507440903404,5.48,-0.029186151701421727
Television,230,-0.8676306586731489,-0.20081189663984558,3.66,0.17423055815103353
Washing Machine,230,-0.14994246662791272,-0.5667477595656982,4.91,0.08497955702512401
Microwave Oven,230,-0.007007756112886983,-0.7631380489351713,2.41,0.0053478853274020926
Geyser,230,1.9195395302143998,-0.6713008632587991,9.15,-1.2885885436923163
Laptop/Computer,230,-0.5633220706586424,-0.028440563524192865,2.94,0.01602119713514698
Iron,230,0.603230071962086,-0.7546607702573523,2.98,-0.4552340707493059
Fan,230,-0.9052909855873125,0.29510890601256495,19.7,-0.26715943237970846
Air Conditioner,230,1.1215667291231404,0.023835988322357535,47.93,0.02673365145812391
Refrigerator,230,-0.1112734821466831,2.6051673457182374,9.04,-0.2898860421329001
LED Bulb,230,-0.9880122393178209,-0.1838573392842076,6.06,0.18165330150120632
Television,230,-0.9064356419274661,-0.21352781465657403,4.04,0.19354922174760067
Washing Machine,230,-0.09955492119897164,-0.5992439944973377,3.7,0.05965768865113944
Microwave Oven,230,0.2809243129756592,-0.7574865298166253,2.46,-0.21279638297705164
Geyser,230,2.0336311676037715,-0.6472819070049787,9.81,-1.3163326603113306
Laptop/Computer,230,-0.8019772509651292,0.057745103033633366,2.55,-0.04631025898761143
Iron,230,0.475345892335417,-0.7546607702573523,2.15,-0.3587248972485143
Fan,230,-0.9102662740360989,0.2654384306401985,17.42,-0.24161965124484297
Air Conditioner,230,0.9341264201152105,-0.12592926831911122,46.2,-0.11763385660265915
Refrigerator,230,-0.8729686105168356,2.6051673457182374,8.48,-2.2742293179554824
LED Bulb,230,-0.9870602479062079,-0.18244445950457114,8.67,0.1800836734276961
Television,230,-0.9344967221078659,-0.17679294038602514,4.37,0.16521242328255184
Washing Machine,230,0.48317715501904246,-0.42687266138168506,4.18,-0.20625511808180966
Microwave Oven,230,0.32758322537578305,-0.7588994095962618,2.53,-0.24860271633132092
Geyser,230,1.3293615211698417,-0.6840167812755276,9.25,-0.9093055888621342
Laptop/Computer,230,-0.7995632727428249,0.018184469203811546,2.39,-0.01453963370969067
Iron,230,0.4692939469330207,-0.7617251691555349,2.65,-0.3574730111112238
Fan,230,-0.9049849883478654,0.28804450711438234,18.42,-0.26067595491457596
Air Conditioner,230,1.1106641608139542,-0.19233461796202653,48.87,-0.21361916705426667
Refrigerator,230,-0.42895528284813295,2.6051673457182374,9.97,-1.1175002956492863
LED Bulb,230,-0.9797276473905703,0.28521874755510945,7.27,-0.27943669253385234
Television,230,-0.9372733637250702,-0.25026268892712294,4.16,0.2345645522656054
Washing Machine,230,-0.19764403628837435,-0.6289144698697041,3.65,0.12430119430521151
Microwave Oven,230,0.2190108715275473,-0.7532478904777158,2.58,-0.16496947696981104
Geyser,230,2.0714728262153854,-0.645869027225342,8.14,-1.337900139191461
Laptop/Computer,230,-0.7038654694135452,-0.19516037752129958,2.45,0.13736665073495424
Iron,230,0.6538669484750209,-0.7574865298166253,2.76,-0.49529540576212977
Fan,230,-0.9053816514360374,0.13827925047291373,16.05,-0.12519549615250408
Air Conditioner,230,0.7206196795988318,-0.062349678235468824,45.59,-0.0449304051531338
Refrigerator,230,-0.7285039138045748,2.6051673457182374,9.47,-1.8978746074716117
LED Bulb,230,-0.9904828836955782,-0.042569361320557914,6.97,0.04216422375786521
Television,230,-0.8521041320789857,-0.16125126281002364,4.24,0.13740286734337562
Washing Machine,230,-0.29764846743209356,-0.6345659889882501,3.97,0.1888775941068834
Microwave Oven,230,0.26681444026782475,-0.7631380489351713,2.36,-0.20361625137371758
Geyser,230,1.9642151271736628,-0.6826039014958911,9.38,-1.3407809091859901
Laptop/Computer,230,-0.8417795585554217,-0.01713752528710088,2.7,0.014426018470908155
Iron,230,0.6227572291312415,-0.7588994095962618,2.75,-0.4726100935095031
Fan,230,-0.9028090079784644,0.0888284581856364,18.8,-0.0801951322148309
Air Conditioner,230,0.8305293547157617,-0.2149406944362105,46.85,-0.17851455625226362
Refrigerator,230,-0.5664500424396562,2.6051673457182374,8.51,-1.4756971535445023
LED Bulb,230,-0.988159571321999,0.008294310746356025,8.44,-0.00819610255153062
Television,230,-0.8632900311654376,-0.28558468341803533,3.96,0.24654241024832735
Washing Machine,230,0.6717507871360351,-0.37177034997586167,3.72,-0.2497370252301243
Microwave Oven,230,0.3211459501163051,-0.7603122893758983,2.4,-0.24417121255672597
Geyser,230,1.5235451026766962,-0.7037970981904385,9.19,-1.0722666222261124
Laptop/Computer,230,-0.7151760340419939,-0.14005806611547614,2.28,0.1001661722600576
Iron,230,1.4904294014298753,-0.7433577320202605,2.86,-1.1079222195832266
Fan,230,-0.8526821268646079,0.7133213207849679,17.12,-0.6082363409447976
Air Conditioner,230,1.216471206276076,-0.11745198964129216,43.92,-0.14287696351846788
Refrigerator,230,-0.7911653485046681,2.6051673457182374,9.71,-2.0611181309881506
LED Bulb,230,-0.9867655838978516,-0.004421607270372428,6.34,0.004363089879916035
Television,230,-0.8574647503848537,-0.18103157972493455,4.64,0.15522819832061674
Washing Machine,230,-0.375349099789453,-0.5964182349380647,4.64,0.22386504758201708
Microwave Oven,230,-0.069431192960077,-0.7588994095962618,2.26,0.05269129134496657
Geyser,230,2.1030812077271523,-0.679778141936618,8.9,-1.4296286357305823
Laptop/Computer,230,-0.8138998100724719,-0.12027774920056522,2.17,0.09789403723028445
Iron,230,0.5210981462482905,-0.7518350106980793,2.69,-0.39177983035933284
Fan,230,-0.9093709487799392,0.3290180207238408,24.74,-0.2991994296713368
Air Conditioner,230,1.1743002533878417,-0.15418686391184117,47.45,-0.18106167336075174
Refrigerator,230,-0.49934598115203593,2.6051673457182374,9.15,-1.3008798443129184
LED Bulb,230,-0.9873322454523831,-0.15983838303038717,8.71,0.15781358962687025
Television,230,-0.7574603192411344,0.1298019717950948,3.05,-0.09831984299404124
Washing Machine,230,-0.14607783482600778,-0.6119599125140662,4.68,0.08939377902036794
Microwave Oven,230,-0.045597407976482124,-0.7603122893758983,2.4,0.03466826964820597
Geyser,230,1.551368185004193,-0.674126622818072,8.86,-1.0458185953042785
Laptop/Computer,230,-0.7480310709737303,-0.11886486942092875,2.64,0.08891461557408994
Iron,230,0.18401385391968195,-0.7603122893758983,2.19,-0.1399079945505555
Fan,230,-0.9063789757720129,0.24565811372528748,17.91,-0.22265934950841074
Air Conditioner,230,0.9930818882486678,-0.20646341575839158,43.98,-0.20503507877561328
Refrigerator,230,-0.7163886897686913,2.6051673457182374,9.51,-1.8663124214272673
LED Bulb,230,-0.9884429020992649,0.006881430966719559,6.28,-0.006801901595340031
Television,230,-0.9295441001212607,-0.32231955768858433,3.96,0.2996102432031179
Washing Machine,230,-0.3520253102049364,-0.5300128852951493,4.32,0.1865779503586383
Microwave Oven,230,0.10072593863464198,-0.7631380489351713,2.69,-0.07686779628680447
Geyser,230,2.1074785013903172,-0.6501076665642516,8.93,-1.370087930873185
Laptop/Computer,230,-0.7499917199524093,-0.1004974322856543,2.35,0.07537224209071866
Iron,230,0.6057800489574777,-0.7504221309184429,2.09,-0.4545907552065491
Fan,230,-0.8990123755631033,0.22163915747146704,15.95,-0.1992563454762283
Air Conditioner,230,1.040919456682217,-0.16125126281002364,46.74,-0.1678495768735312
Refrigerator,230,-0.3308208348343676,2.6051673457182374,8.01,-0.8618436361937408
LED Bulb,230,-0.9887375661076212,0.018184469203811546,8.49,-0.01797966782153562
Television,230,-0.7685102195544987,0.24707099350492395,4.36,-0.18987658346401723
Washing Machine,230,-0.01148438239368576,-0.5822894371416997,4.92,0.006687234559939327
Microwave Oven,230,-0.0797217667903691,-0.7504221309184429,2.13,0.05982497811541194
Geyser,230,1.9561458666371343,-0.6529334261235246,8.89,-1.2772330227007553
Laptop/Computer,230,-0.9289547721045479,-0.14570958523402214,2.06,0.13535761454451922
Iron,230,0.5009589946002407,-0.7560736500369889,2.37,-0.3787618955662642
Fan,230,-0.9044183267933339,0.0930670975245458,17.01,-0.08417158862266173
Air Conditioner,230,0.8098122082820901,-0.04115648154092144,46.39,-0.033329021201774674
Refrigerator,230,-0.6806776786021161,2.6051673457182374,8.61,-1.7732792612535264
LED Bulb,230,-0.9863122546542265,-0.004421607270372428,6.04,0.004361085436036549
Television,230,-0.8576120823890319,-0.24319829002894047,3.92,0.20856979194517136
Washing Machine,230,-0.17561223504818965,-0.5822894371416997,3.16,0.10225714950140621
Microwave Oven,230,0.3558143040225422,-0.7617251691555349,2.46,-0.2710327109195299
Geyser,230,3.2281763910183567,-0.5879409562602458,8.83,-1.8979771143120818
Laptop/Computer,230,-0.44410781281630524,0.3035861846903839,2.79,-0.1348249964840933
Iron,230,0.4212297138776587,-0.7588994095962618,2.65,-0.31967098116615744
Fan,230,-0.913326246430569,0.07893829972818088,15.36,-0.07209642099035066
Air Conditioner,230,0.7889023969198776,-0.13864518633583967,42.28,-0.10937751982174698
Refrigerator,230,-0.811077835530905,2.6051673457182374,9.97,-2.1129934919609408
LED Bulb,230,-0.9889075645739807,-0.004421607270372428,7.16,0.004372560877246604
Television,230,-0.8839278449814748,-0.199399016860209,4.59,0.1762543432646693
Washing Machine,230,-0.4285926194532328,-0.5554447213286063,3.21,0.2380595080756983
Microwave Oven,230,-0.020448968186374192,-0.7546607702573523,2.46,0.01543203408249724
Geyser,230,2.348490993763655,-0.674126622818072,9.66,-1.5831803023445505
Laptop/Computer,230,-0.7534710218972327,-0.18527021906384408,2.06,0.13959574128515875
Iron,230,0.3623875780551076,-0.7518350106980793,2.69,-0.27245566862391285
Fan,230,-0.8993750389580035,0.12697621223582176,22.47,-0.11419923582633192
Air Conditioner,230,1.1967060512540173,-0.193747497741663,48.33,-0.23185880296277217
Refrigerator,230,-0.5882325125958472,2.6051673457182374,8.23,-1.532444133504493
LED Bulb,230,-0.9874455777632895,-0.15559974369147764,8.32,0.15364627880925089
Television,230,-0.9283314443945632,-0.23330813157148494,3.06,0.2165872747707534
Washing Machine,230,0.13067966840717704,-0.5879409562602458,3.37,-0.0768319292070875
Microwave Oven,230,0.10537256338180032,-0.7617251691555349,2.83,-0.08026493366635416
Geyser,230,3.9755803149832243,-0.6020697540566107,8.3,-2.3935766624742527
Laptop/Computer,230,-0.5647160580827899,-0.11603910986165569,2.87,0.06552914870451
Iron,230,0.5895055291113331,-0.7532478904777158,2.95,-0.44404379622806134
Fan,230,-0.9075462985743478,0.10719589532091084,21.45,-0.09728523802085588
Air Conditioner,230,1.208787275596629,-0.16831566170820608,48.22,-0.20345783015650626
Refrigerator,230,-0.26004480667338326,2.6051673457182374,8.0,-0.67746023876911
LED Bulb,230,-0.9864595866584046,-0.12169062898020169,9.06,0.12004288756401103
Television,230,-0.8718806203321351,-0.11180047052274629,4.25,0.09747666359279662
Washing Machine,230,-0.10891617007983201,-0.5427288033118779,3.19,0.05911194264874019
Microwave Oven,230,-0.05604664704204303,-0.7617251691555349,2.59,0.04269214169870079
Geyser,230,3.439178487463706,-0.5907667158195187,9.5,-2.031752180156073
Laptop/Computer,230,-0.729693903069091,0.01253295008526555,2.69,-0.009145217264687517
Iron,230,1.211201253818933,-0.7348804533424413,2.37,-0.8900881264953908
